date,season,venue,home_team,away_team,ht_home_score,ht_away_score,home_score,away_score,home_possession_%,away_possession_%,home_shots_on_target,away_shots_on_target,home_shots,away_shots,home_touches,away_touches,home_passes,away_passes,home_tackles,away_tackles,home_clearances,away_clearances,home_corners,away_corners,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_fouls,away_fouls,referee
14/08/2015,15/16,"Villa Park, Birmingham",Aston Villa,Manchester United,0,1,0,1,0.45,0.54,1,2,5,9,630,728,441,534,22,24,13,37,3,5,4,3,2,2,0,0,14,10,Mike Dean
15/08/2015,15/16,"Boleyn Ground, London",West Ham,Leicester,0,2,1,2,0.69,0.3,3,5,10,10,756,435,553,242,15,25,22,36,8,4,1,1,1,3,1,0,11,12,Anthony Taylor
15/08/2015,15/16,"White Hart Lane, London",Tottenham,Stoke,2,0,2,2,0.53,0.46,7,7,13,15,687,634,500,430,16,19,17,15,4,3,3,3,2,2,0,0,15,11,Robert Madley
15/08/2015,15/16,"Liberty Stadium, Swansea",Swansea,Newcastle United,1,0,2,0,0.65,0.34,6,2,19,4,827,496,635,333,19,19,18,18,4,4,3,1,2,1,0,1,11,8,Mike Jones
15/08/2015,15/16,"Stadium of Light, Sunderland",Sunderland,Norwich City,0,2,1,3,0.43,0.56,2,6,6,18,575,726,386,490,31,15,20,34,6,6,2,1,1,2,0,0,7,7,Kevin Friend
16/08/2015,15/16,"Selhurst Park, London",Crystal Palace,Arsenal,1,1,1,2,0.4,0.59,4,7,11,20,600,792,376,564,18,27,35,36,6,6,3,2,1,1,0,0,14,12,Lee Mason
16/08/2015,15/16,"Etihad Stadium, Manchester",Man City,Chelsea,1,0,3,0,0.49,0.5,8,3,18,10,615,644,423,443,17,20,23,25,5,1,1,3,4,2,0,0,19,13,Martin Atkinson
22/08/2015,15/16,"Old Trafford, Manchester",Manchester United,Newcastle United,0,0,0,0,0.69,0.3,8,0,20,7,858,496,637,280,17,20,22,35,11,5,4,2,2,2,0,0,15,11,Craig Pawson
22/08/2015,15/16,"Boleyn Ground, London",West Ham,Bournemouth,0,2,3,4,0.45,0.54,4,7,10,15,570,659,373,452,20,17,15,37,5,4,3,1,0,1,1,0,8,11,Jonathan Moss
22/08/2015,15/16,"Stadium of Light, Sunderland",Sunderland,Swansea,0,1,1,1,0.39,0.6,2,9,10,20,490,705,318,494,25,9,17,28,3,4,4,2,4,2,0,0,16,9,Neil Swarbrick
22/08/2015,15/16,"Carrow Road, Norwich",Norwich City,Stoke,1,1,1,1,0.42,0.57,7,1,20,6,503,640,326,467,22,15,22,18,9,0,2,4,4,1,0,0,16,5,Mike Dean
22/08/2015,15/16,"King Power Stadium, Leicester",Leicester,Tottenham,0,0,1,1,0.34,0.65,2,6,13,19,454,715,265,523,19,11,15,41,2,7,1,0,1,4,0,0,7,14,Martin Atkinson
22/08/2015,15/16,"Selhurst Park, London",Crystal Palace,Aston Villa,0,0,2,1,0.49,0.5,6,2,16,11,535,548,357,363,15,13,21,24,6,4,4,0,3,3,0,0,12,15,Keith Stroud
23/08/2015,15/16,"The Hawthorns, West Bromwich",West Brom,Chelsea,1,3,2,3,0.43,0.56,6,5,15,15,543,646,373,496,13,9,15,24,8,7,2,1,2,1,0,1,9,12,Mark Clattenburg
23/08/2015,15/16,"Vicarage Road, Watford",Watford,Southampton,0,0,0,0,0.52,0.48,0,4,13,14,639,613,431,412,15,14,15,28,5,2,4,2,0,2,0,0,10,11,Andre Marriner
23/08/2015,15/16,"Goodison Park, Liverpool",Everton,Man City,0,0,0,2,0.45,0.54,1,9,10,16,608,682,408,487,21,17,24,21,8,7,3,2,0,3,0,0,5,7,Anthony Taylor
29/08/2015,15/16,"St. James' Park, Newcastle",Newcastle United,Arsenal,0,0,0,1,0.26,0.73,0,9,1,22,456,969,268,777,21,21,33,14,0,9,2,2,6,1,1,0,15,8,Andre Marriner
29/08/2015,15/16,"bet365 Stadium, Stoke",Stoke,West Brom,0,1,0,1,0.49,0.5,5,5,13,15,632,660,446,455,18,19,19,26,6,5,2,3,1,4,2,0,4,9,Michael Oliver
29/08/2015,15/16,"Etihad Stadium, Manchester",Man City,Watford,0,0,2,0,0.58,0.41,5,0,18,7,841,634,645,458,15,30,17,23,9,3,1,1,1,2,0,0,9,12,Mark Clattenburg
29/08/2015,15/16,"Anfield, Liverpool",Liverpool,West Ham,0,2,0,3,0.62,0.37,1,5,13,12,735,516,543,326,12,25,18,25,5,7,1,0,3,2,1,1,17,12,Kevin Friend
29/08/2015,15/16,"Stamford Bridge, London",Chelsea,Crystal Palace,0,0,1,2,0.63,0.36,9,5,26,13,781,534,582,321,16,17,19,45,7,7,0,2,1,1,0,0,9,15,Craig Pawson
29/08/2015,15/16,"Villa Park, Birmingham",Aston Villa,Sunderland,2,1,2,2,0.62,0.38,6,3,21,7,772,537,523,329,20,32,27,39,5,4,0,1,2,1,0,0,10,14,Robert Madley
29/08/2015,15/16,"Goldsands Stadium, Bournemouth",Bournemouth,Leicester,1,0,1,1,0.56,0.43,2,2,5,4,659,550,435,336,16,30,30,17,4,4,1,1,2,4,0,0,9,19,Neil Swarbrick
29/08/2015,15/16,"White Hart Lane, London",Tottenham,Everton,0,0,0,0,0.49,0.5,6,3,20,8,624,644,440,443,25,17,17,19,6,2,3,1,4,1,0,0,20,9,Mike Jones
30/08/2015,15/16,"St. Mary's Stadium, Southampton",Southampton,Norwich City,1,0,3,0,0.61,0.38,8,1,23,6,733,503,533,348,16,14,19,28,6,4,2,0,0,0,0,1,4,12,Jonathan Moss
30/08/2015,15/16,"Liberty Stadium, Swansea",Swansea,Manchester United,0,0,2,1,0.35,0.64,4,4,9,11,549,830,365,657,14,15,32,20,0,1,3,1,2,2,0,0,6,15,Martin Atkinson
12/09/2015,15/16,"Goodison Park, Liverpool",Everton,Chelsea,2,1,3,1,0.38,0.61,9,2,14,15,554,749,351,561,23,21,39,12,7,14,0,2,2,2,0,0,12,12,Andre Marriner
12/09/2015,15/16,"The Hawthorns, West Bromwich",West Brom,Southampton,0,0,0,0,0.35,0.64,1,4,8,15,509,816,333,614,20,12,28,20,4,5,1,2,1,0,0,0,5,5,Stuart Attwell
12/09/2015,15/16,"Vicarage Road, Watford",Watford,Swansea,0,0,1,0,0.39,0.6,6,3,17,8,520,705,330,515,17,8,27,39,1,3,0,6,1,1,1,0,11,14,Robert Madley
12/09/2015,15/16,"Carrow Road, Norwich",Norwich City,Bournemouth,1,0,3,1,0.47,0.52,4,2,12,7,604,663,432,476,21,13,15,15,4,4,0,2,2,3,0,0,10,11,Martin Atkinson
12/09/2015,15/16,"Selhurst Park, London",Crystal Palace,Man City,0,0,0,1,0.42,0.57,2,7,10,21,570,693,359,498,17,15,29,21,4,4,5,0,2,3,0,0,13,13,Mike Jones
12/09/2015,15/16,"Emirates Stadium, London",Arsenal,Stoke,1,0,2,0,0.67,0.32,12,3,29,9,842,496,628,305,18,16,13,31,13,1,3,3,1,1,0,0,6,13,Jonathan Moss
12/09/2015,15/16,"Old Trafford, Manchester",Manchester United,Liverpool,0,0,3,1,0.55,0.44,3,4,9,8,775,636,559,446,23,23,25,25,4,4,2,2,1,2,0,0,6,11,Michael Oliver
13/09/2015,15/16,"King Power Stadium, Leicester",Leicester,Aston Villa,0,1,3,2,0.48,0.51,6,4,21,11,646,639,388,416,32,29,15,30,4,5,1,1,2,1,0,0,8,13,Mike Dean
14/09/2015,15/16,"Boleyn Ground, London",West Ham,Newcastle United,1,0,2,0,0.39,0.6,3,4,17,14,542,697,314,477,18,17,25,21,6,7,0,2,0,2,0,0,8,11,Anthony Taylor
19/09/2015,15/16,"Stamford Bridge, London",Chelsea,Arsenal,0,0,2,0,0.62,0.37,6,2,22,9,816,573,628,360,23,21,16,22,5,5,0,3,3,2,0,2,12,11,Mike Dean
19/09/2015,15/16,"Liberty Stadium, Swansea",Swansea,Everton,0,0,0,0,0.47,0.52,3,2,12,17,610,648,407,454,21,17,22,14,2,4,3,1,2,2,0,1,12,11,Stuart Attwell
19/09/2015,15/16,"bet365 Stadium, Stoke",Stoke,Leicester,2,0,2,2,0.54,0.45,4,5,11,12,647,597,432,371,32,15,18,33,3,4,3,1,1,4,0,0,7,12,Andre Marriner
19/09/2015,15/16,"Goldsands Stadium, Bournemouth",Bournemouth,Sunderland,2,0,2,0,0.53,0.46,5,2,15,9,672,619,463,416,23,25,15,18,7,3,2,4,2,4,0,1,14,15,Kevin Friend
19/09/2015,15/16,"Etihad Stadium, Manchester",Man City,West Ham,1,2,1,2,0.71,0.28,8,3,27,6,905,504,669,279,19,20,17,57,16,3,2,2,1,2,0,0,10,7,Robert Madley
20/09/2015,15/16,"White Hart Lane, London",Tottenham,Crystal Palace,0,0,1,0,0.57,0.42,6,4,21,12,698,569,436,323,32,31,27,35,6,5,3,3,1,2,0,0,9,11,Michael Oliver
20/09/2015,15/16,"St. Mary's Stadium, Southampton",Southampton,Manchester United,1,1,2,3,0.4,0.59,8,3,15,10,556,742,382,575,21,15,10,31,5,5,1,3,2,0,0,0,6,13,Mark Clattenburg
20/09/2015,15/16,"Anfield, Liverpool",Liverpool,Norwich City,0,0,1,1,0.58,0.41,7,2,23,7,787,591,579,399,19,15,14,27,6,2,3,1,1,2,0,0,4,13,Anthony Taylor
26/09/2015,15/16,"Boleyn Ground, London",West Ham,Norwich City,1,1,2,2,0.42,0.57,7,7,19,16,565,675,349,482,17,16,22,36,7,5,3,0,0,0,0,0,7,17,Mike Dean
26/09/2015,15/16,"bet365 Stadium, Stoke",Stoke,Bournemouth,1,0,2,1,0.43,0.56,5,6,8,12,560,676,383,488,15,16,30,18,3,7,2,4,1,0,0,0,13,11,Lee Mason
26/09/2015,15/16,"St. Mary's Stadium, Southampton",Southampton,Swansea,1,0,3,1,0.41,0.58,6,4,17,11,564,730,380,542,17,7,25,16,4,3,6,3,3,1,0,0,18,14,Roger East
26/09/2015,15/16,"Old Trafford, Manchester",Manchester United,Sunderland,1,0,3,0,0.66,0.33,7,4,12,9,782,473,604,311,18,23,15,18,5,2,0,0,0,3,0,0,12,17,Mike Jones
26/09/2015,15/16,"Anfield, Liverpool",Liverpool,Aston Villa,1,0,3,2,0.62,0.37,12,4,21,10,762,558,572,343,27,18,8,32,11,1,3,1,0,0,0,0,8,13,Jonathan Moss
26/09/2015,15/16,"King Power Stadium, Leicester",Leicester,Arsenal,1,2,2,5,0.42,0.58,7,12,16,27,590,782,360,532,21,21,20,46,6,5,0,2,1,1,0,0,9,12,Craig Pawson
26/09/2015,15/16,"St. James' Park, Newcastle",Newcastle United,Chelsea,1,0,2,2,0.35,0.64,5,4,11,16,516,748,293,532,30,27,25,17,4,6,1,3,1,2,0,0,12,15,Martin Atkinson
27/09/2015,15/16,"Vicarage Road, Watford",Watford,Crystal Palace,0,0,0,1,0.55,0.44,2,3,15,16,585,512,386,313,14,14,20,50,6,4,0,0,4,4,0,0,17,22,Anthony Taylor
28/09/2015,15/16,"The Hawthorns, West Bromwich",West Brom,Everton,1,0,2,3,0.46,0.54,4,4,9,12,589,672,397,470,19,17,22,37,6,4,3,2,0,3,0,0,9,8,Robert Madley
03/10/2015,15/16,"Selhurst Park, London",Crystal Palace,West Brom,0,0,2,0,0.6,0.39,8,2,21,7,689,496,443,302,16,22,32,35,8,3,3,1,3,3,0,0,14,13,Jonathan Moss
03/10/2015,15/16,"Stadium of Light, Sunderland",Sunderland,West Ham,2,1,2,2,0.44,0.55,3,6,12,20,547,643,367,440,25,19,32,12,1,8,2,2,2,4,1,0,14,11,Neil Swarbrick
03/10/2015,15/16,"Carrow Road, Norwich",Norwich City,Leicester,0,1,1,2,0.66,0.33,2,5,17,16,745,491,486,254,14,31,44,40,16,8,2,1,0,1,0,0,4,4,Mark Clattenburg
03/10/2015,15/16,"Etihad Stadium, Manchester",Man City,Newcastle United,1,1,6,1,0.64,0.35,11,4,23,6,770,524,590,335,20,24,13,23,6,3,1,3,3,2,0,0,13,8,Kevin Friend
03/10/2015,15/16,"Villa Park, Birmingham",Aston Villa,Stoke,0,0,0,1,0.56,0.43,2,5,13,12,711,601,478,381,18,27,17,29,9,5,2,2,1,0,0,0,12,12,Mike Jones
03/10/2015,15/16,"Goldsands Stadium, Bournemouth",Bournemouth,Watford,1,1,1,1,0.54,0.45,6,2,12,11,718,614,496,421,10,18,22,16,5,3,4,1,1,1,0,0,8,13,Michael Oliver
03/10/2015,15/16,"Stamford Bridge, London",Chelsea,Southampton,1,1,1,3,0.6,0.39,3,5,10,13,734,572,551,360,22,19,12,30,4,6,1,3,2,5,0,0,14,14,Robert Madley
04/10/2015,15/16,"Goodison Park, Liverpool",Everton,Liverpool,1,1,1,1,0.5,0.49,4,4,14,13,615,591,388,372,27,27,25,28,5,11,1,0,3,3,0,0,10,19,Martin Atkinson
04/10/2015,15/16,"Emirates Stadium, London",Arsenal,Manchester United,3,0,3,0,0.37,0.62,5,5,12,9,606,797,389,632,29,22,28,5,3,6,2,3,1,3,0,0,8,17,Anthony Taylor
17/10/2015,15/16,"White Hart Lane, London",Tottenham,Liverpool,0,0,0,0,0.48,0.51,4,3,13,12,687,709,407,441,41,29,36,27,8,6,2,5,1,2,0,0,15,11,Craig Pawson
17/10/2015,15/16,"The Hawthorns, West Bromwich",West Brom,Sunderland,0,0,1,0,0.56,0.43,2,2,9,9,636,540,452,352,9,24,18,43,1,5,2,5,2,2,0,0,12,13,Martin Atkinson
17/10/2015,15/16,"St. Mary's Stadium, Southampton",Southampton,Leicester,2,0,2,2,0.5,0.49,6,7,14,27,599,580,360,342,15,19,58,15,6,7,1,0,2,0,0,0,16,10,Paul Tierney
17/10/2015,15/16,"Etihad Stadium, Manchester",Man City,Bournemouth,4,1,5,1,0.54,0.45,11,1,16,5,759,631,566,451,14,15,29,14,1,7,2,1,2,1,0,0,11,5,Mike Dean
17/10/2015,15/16,"Goodison Park, Liverpool",Everton,Manchester United,0,2,0,3,0.47,0.52,3,7,12,10,656,728,458,524,25,23,21,25,5,3,0,1,2,2,0,0,12,14,Jonathan Moss
17/10/2015,15/16,"Selhurst Park, London",Crystal Palace,West Ham,1,1,1,3,0.38,0.61,1,4,6,24,524,733,326,516,21,27,14,20,1,9,2,4,1,3,1,0,9,11,Mark Clattenburg
17/10/2015,15/16,"Stamford Bridge, London",Chelsea,Aston Villa,1,0,2,0,0.49,0.51,3,1,9,10,634,673,415,424,31,19,24,27,4,4,1,0,1,3,0,0,22,17,Roger East
17/10/2015,15/16,"Vicarage Road, Watford",Watford,Arsenal,0,0,0,3,0.33,0.66,1,6,8,17,510,857,306,627,25,17,25,31,3,9,1,4,2,1,0,0,11,12,Mike Jones
18/10/2015,15/16,"St. James' Park, Newcastle",Newcastle United,Norwich City,3,2,6,2,0.44,0.55,6,6,11,18,560,661,373,463,13,26,18,24,3,7,3,1,1,1,0,0,10,10,Anthony Taylor
19/10/2015,15/16,"Liberty Stadium, Swansea",Swansea,Stoke,0,1,0,1,0.54,0.45,2,2,14,9,765,645,548,472,18,32,21,15,1,2,1,2,2,2,0,0,6,14,Robert Madley
24/10/2015,15/16,"Boleyn Ground, London",West Ham,Chelsea,1,0,2,1,0.45,0.54,5,4,12,9,561,634,370,457,17,18,21,27,7,4,4,5,1,5,0,1,10,12,Jonathan Moss
24/10/2015,15/16,"Carrow Road, Norwich",Norwich City,West Brom,0,0,0,1,0.6,0.39,3,4,16,7,673,502,466,316,8,10,45,44,13,3,4,0,1,2,0,0,11,6,Kevin Friend
24/10/2015,15/16,"King Power Stadium, Leicester",Leicester,Crystal Palace,0,0,1,0,0.47,0.52,3,4,12,9,633,652,426,456,21,15,38,14,3,2,2,3,3,1,0,0,7,11,Mike Dean
24/10/2015,15/16,"Villa Park, Birmingham",Aston Villa,Swansea,0,0,1,2,0.47,0.52,3,4,9,10,573,611,377,419,14,16,18,22,4,6,0,4,2,3,0,0,10,8,Neil Swarbrick
24/10/2015,15/16,"Emirates Stadium, London",Arsenal,Everton,2,1,2,1,0.56,0.43,5,5,20,10,777,626,527,404,20,36,14,21,7,5,0,2,2,0,0,1,11,14,Lee Mason
25/10/2015,15/16,"Stadium of Light, Sunderland",Sunderland,Newcastle United,1,0,3,0,0.39,0.6,3,8,9,21,495,647,311,456,14,19,25,9,1,10,0,1,0,2,0,1,12,10,Robert Madley
25/10/2015,15/16,"Goldsands Stadium, Bournemouth",Bournemouth,Tottenham,1,3,1,5,0.45,0.54,3,10,11,15,624,691,401,489,29,24,19,24,4,5,3,5,0,1,0,0,8,15,Roger East
25/10/2015,15/16,"Anfield, Liverpool",Liverpool,Southampton,0,0,1,1,0.6,0.39,2,3,15,8,815,607,586,383,23,29,24,33,10,7,4,2,1,0,0,1,8,11,Andre Marriner
31/10/2015,15/16,"Stamford Bridge, London",Chelsea,Liverpool,1,1,1,3,0.42,0.57,2,7,8,16,652,792,418,567,35,27,19,16,1,7,3,2,1,4,0,0,9,21,Mark Clattenburg
31/10/2015,15/16,"The Hawthorns, West Bromwich",West Brom,Leicester,1,0,2,3,0.47,0.52,6,5,14,13,565,560,330,370,12,25,27,27,6,4,2,1,0,2,0,0,3,11,Anthony Taylor
31/10/2015,15/16,"Vicarage Road, Watford",Watford,West Ham,1,0,2,0,0.5,0.49,5,3,20,8,594,597,400,397,17,15,25,39,7,2,3,3,3,1,0,1,16,12,Keith Stroud
31/10/2015,15/16,"Liberty Stadium, Swansea",Swansea,Arsenal,0,0,0,3,0.54,0.45,3,5,7,14,716,655,550,461,9,16,10,19,4,4,5,1,2,0,0,0,12,7,Kevin Friend
31/10/2015,15/16,"St. James' Park, Newcastle",Newcastle United,Stoke,0,0,0,0,0.52,0.47,6,2,15,9,591,542,412,388,15,16,10,18,11,4,4,5,1,3,0,0,6,16,Roger East
31/10/2015,15/16,"Etihad Stadium, Manchester",Man City,Norwich City,0,0,2,1,0.7,0.29,5,3,21,5,929,457,722,296,16,15,27,33,12,4,4,0,2,2,0,1,4,13,Robert Madley
31/10/2015,15/16,"Selhurst Park, London",Crystal Palace,Manchester United,0,0,0,0,0.44,0.55,5,1,10,5,549,638,355,456,20,23,13,28,7,3,0,1,3,3,0,0,12,15,Mike Jones
01/11/2015,15/16,"Goodison Park, Liverpool",Everton,Sunderland,2,1,6,2,0.67,0.32,8,9,15,17,859,498,687,326,8,19,21,26,6,1,3,2,3,2,0,0,6,5,Andre Marriner
01/11/2015,15/16,"St. Mary's Stadium, Southampton",Southampton,Bournemouth,2,0,2,0,0.48,0.51,2,2,11,16,666,703,479,514,21,18,28,21,4,6,1,1,0,2,1,0,5,5,Craig Pawson
02/11/2015,15/16,"White Hart Lane, London",Tottenham,Aston Villa,2,0,3,1,0.61,0.38,6,2,17,13,754,542,530,325,21,24,31,24,4,3,3,1,0,3,0,0,6,15,Mike Dean
07/11/2015,15/16,"Boleyn Ground, London",West Ham,Everton,1,1,1,1,0.5,0.49,4,4,16,13,617,601,435,427,18,10,16,24,3,5,2,1,1,2,0,0,11,12,Paul Tierney
07/11/2015,15/16,"Stadium of Light, Sunderland",Sunderland,Southampton,0,0,0,1,0.35,0.64,3,5,9,14,521,748,314,551,13,14,52,34,3,7,2,5,1,3,0,0,10,11,Mike Jones
07/11/2015,15/16,"Carrow Road, Norwich",Norwich City,Swansea,0,0,1,0,0.32,0.67,5,0,9,8,477,852,338,706,11,12,13,15,5,2,3,2,1,0,0,0,12,7,Mark Clattenburg
07/11/2015,15/16,"Old Trafford, Manchester",Manchester United,West Brom,0,0,2,0,0.67,0.32,3,0,13,4,824,495,648,304,15,21,12,27,5,1,1,0,1,3,0,1,11,10,Mike Dean
07/11/2015,15/16,"King Power Stadium, Leicester",Leicester,Watford,0,0,2,1,0.41,0.58,6,4,12,8,578,740,376,556,15,13,23,26,4,2,4,1,0,1,0,0,11,10,Roger East
07/11/2015,15/16,"bet365 Stadium, Stoke",Stoke,Chelsea,0,0,1,0,0.36,0.63,2,4,8,19,481,676,282,488,15,19,21,12,1,9,3,1,3,1,0,0,13,10,Anthony Taylor
08/11/2015,15/16,"Villa Park, Birmingham",Aston Villa,Man City,0,0,0,0,0.4,0.59,0,3,3,13,583,752,410,578,7,16,30,17,3,8,1,1,1,1,0,0,7,7,Craig Pawson
08/11/2015,15/16,"Anfield, Liverpool",Liverpool,Crystal Palace,1,1,1,2,0.63,0.36,4,4,22,9,738,519,499,287,28,25,19,40,14,6,1,2,1,2,0,0,7,6,Neil Swarbrick
08/11/2015,15/16,"Emirates Stadium, London",Arsenal,Tottenham,0,1,1,1,0.54,0.45,4,4,10,14,693,613,458,383,35,22,20,35,7,6,1,3,0,1,0,0,12,17,Martin Atkinson
21/11/2015,15/16,"Vicarage Road, Watford",Watford,Manchester United,0,1,1,2,0.43,0.56,5,6,10,13,623,718,385,499,28,18,32,19,4,10,1,5,1,2,0,0,6,12,Robert Madley
21/11/2015,15/16,"The Hawthorns, West Bromwich",West Brom,Arsenal,2,1,2,1,0.27,0.73,1,3,4,11,429,872,246,684,20,13,28,17,3,5,5,1,3,2,0,0,14,10,Mark Clattenburg
21/11/2015,15/16,"Liberty Stadium, Swansea",Swansea,Bournemouth,2,2,2,2,0.42,0.57,4,4,11,16,618,752,401,535,17,11,39,19,4,5,0,5,3,2,0,0,8,9,Andre Marriner
21/11/2015,15/16,"St. Mary's Stadium, Southampton",Southampton,Stoke,0,1,0,1,0.58,0.41,1,4,15,16,708,585,517,389,16,13,8,38,7,3,0,2,2,0,0,0,8,8,Lee Mason
21/11/2015,15/16,"St. James' Park, Newcastle",Newcastle United,Leicester,0,1,0,3,0.54,0.45,1,7,9,18,674,608,454,375,20,27,19,16,4,9,1,1,4,1,0,0,9,12,Mike Jones
21/11/2015,15/16,"Goodison Park, Liverpool",Everton,Aston Villa,3,0,4,0,0.59,0.4,9,3,16,10,783,581,608,403,23,18,13,15,2,3,1,4,0,0,0,0,6,9,Michael Oliver
21/11/2015,15/16,"Stamford Bridge, London",Chelsea,Norwich City,0,0,1,0,0.64,0.35,7,2,21,4,835,531,606,331,19,26,20,34,6,5,6,3,1,4,0,0,4,12,Craig Pawson
22/11/2015,15/16,"White Hart Lane, London",Tottenham,West Ham,2,0,4,1,0.55,0.44,12,4,22,10,708,618,484,372,21,28,29,26,7,6,3,3,2,2,0,0,13,9,Anthony Taylor
23/11/2015,15/16,"Selhurst Park, London",Crystal Palace,Sunderland,0,0,0,1,0.66,0.33,7,4,19,12,694,481,452,244,15,26,22,66,11,2,1,3,1,3,0,0,18,11,Martin Atkinson
28/11/2015,15/16,"Stadium of Light, Sunderland",Sunderland,Stoke,0,0,2,0,0.48,0.51,5,3,18,7,602,644,436,476,18,8,14,23,9,5,0,3,0,2,0,1,4,10,Mike Dean
28/11/2015,15/16,"Etihad Stadium, Manchester",Man City,Southampton,2,0,3,1,0.45,0.54,9,8,16,12,603,670,390,463,28,18,30,18,6,4,2,6,2,1,0,0,14,11,Roger East
28/11/2015,15/16,"Selhurst Park, London",Crystal Palace,Newcastle United,3,1,5,1,0.53,0.46,8,2,19,7,670,563,449,394,18,22,17,21,7,5,3,1,1,1,0,0,7,13,Stuart Attwell
28/11/2015,15/16,"Villa Park, Birmingham",Aston Villa,Watford,1,1,2,3,0.65,0.34,6,6,12,14,750,464,494,263,9,21,30,35,10,10,3,0,2,3,0,0,6,13,Lee Mason
28/11/2015,15/16,"Goldsands Stadium, Bournemouth",Bournemouth,Everton,0,2,3,3,0.57,0.42,10,6,19,11,774,625,542,407,22,24,21,27,10,5,2,0,2,0,0,0,6,6,Kevin Friend
28/11/2015,15/16,"King Power Stadium, Leicester",Leicester,Manchester United,1,1,1,1,0.31,0.68,3,2,7,10,482,791,267,593,27,20,26,23,1,8,3,1,0,1,0,0,5,7,Craig Pawson
29/11/2015,15/16,"White Hart Lane, London",Tottenham,Chelsea,0,0,0,0,0.57,0.42,4,1,9,5,710,563,497,360,15,23,41,21,4,4,2,4,4,2,0,0,14,9,Michael Oliver
29/11/2015,15/16,"Boleyn Ground, London",West Ham,West Brom,1,0,1,1,0.6,0.39,6,3,17,7,637,479,435,274,20,23,24,25,5,2,0,2,0,2,0,0,15,16,Martin Atkinson
29/11/2015,15/16,"Carrow Road, Norwich",Norwich City,Arsenal,1,1,1,1,0.36,0.63,2,3,7,12,529,813,357,625,16,14,35,22,3,6,3,2,1,1,0,0,8,6,Jonathan Moss
29/11/2015,15/16,"Anfield, Liverpool",Liverpool,Swansea,0,0,1,0,0.53,0.46,2,0,10,9,752,674,534,449,24,22,27,24,8,7,0,1,3,1,0,0,12,6,Anthony Taylor
05/12/2015,15/16,"bet365 Stadium, Stoke",Stoke,Man City,2,0,2,0,0.46,0.53,4,4,7,11,651,664,413,462,17,27,18,7,1,6,3,0,0,1,0,0,9,10,Martin Atkinson
05/12/2015,15/16,"The Hawthorns, West Bromwich",West Brom,Tottenham,1,1,1,1,0.35,0.64,4,4,11,9,485,752,286,559,15,15,15,23,3,6,2,1,3,2,0,0,13,10,Jonathan Moss
05/12/2015,15/16,"Vicarage Road, Watford",Watford,Norwich City,1,0,2,0,0.5,0.49,7,1,14,7,594,563,385,373,11,9,37,44,4,1,4,5,3,3,0,0,11,10,Mike Dean
