date,season,venue,home_team,away_team,ht_home_score,ht_away_score,home_score,away_score,home_possession_%,away_possession_%,home_shots_on_target,away_shots_on_target,home_shots,away_shots,home_touches,away_touches,home_passes,away_passes,home_tackles,away_tackles,home_clearances,away_clearances,home_corners,away_corners,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_fouls,away_fouls,referee
09/09/2017,17/18,"King Power Stadium, Leicester",Leicester,Chelsea,0,1,1,2,0.4,0.59,2,6,8,16,546,719,347,521,18,20,21,20,2,9,1,3,1,0,0,0,11,8,Lee Mason
09/09/2017,17/18,"Goodison Park, Liverpool",Everton,Tottenham,0,2,0,3,0.5,0.49,1,6,12,15,662,664,464,458,17,13,22,31,7,3,4,3,3,1,0,0,14,14,Graham Scott
09/09/2017,17/18,"Amex Stadium, Falmer",Brighton,West Brom,1,0,3,1,0.48,0.51,6,3,12,12,628,656,448,461,17,8,35,26,2,6,1,1,2,0,0,0,9,4,Chris Kavanagh
09/09/2017,17/18,"Emirates Stadium, London",Arsenal,Bournemouth,2,0,3,0,0.58,0.41,9,2,17,7,760,587,583,401,16,11,20,19,10,3,4,0,0,1,0,0,14,10,Anthony Taylor
09/09/2017,17/18,"bet365 Stadium, Stoke",Stoke,Manchester United,1,1,2,2,0.36,0.63,5,8,10,18,503,750,332,564,19,9,24,15,5,11,1,4,0,0,0,0,10,10,Neil Swarbrick
09/09/2017,17/18,"Etihad Stadium, Manchester",Man City,Liverpool,2,0,5,0,0.66,0.33,10,3,13,7,892,540,730,372,14,15,14,22,8,3,5,2,2,2,0,1,10,9,Jonathan Moss
10/09/2017,17/18,"Turf Moor, Burnley",Burnley,Crystal Palace,1,0,1,0,0.35,0.64,2,4,4,23,472,677,254,450,18,12,52,20,3,13,8,1,1,1,0,0,7,14,Michael Oliver
10/09/2017,17/18,"Liberty Stadium, Swansea",Swansea,Newcastle United,0,0,0,1,0.61,0.38,4,8,10,16,738,528,525,329,14,21,28,34,7,5,1,0,2,3,0,0,11,15,Mike Jones
11/09/2017,17/18,"London Stadium, London",West Ham,Huddersfield,0,0,2,0,0.43,0.56,3,2,19,10,535,636,311,426,21,19,23,44,10,3,0,1,1,2,0,0,11,14,Kevin Friend
15/09/2017,17/18,"Vitality Stadium, Bournemouth",Bournemouth,Brighton,0,0,2,1,0.62,0.37,3,2,15,9,839,560,647,390,12,19,14,25,6,4,1,1,0,0,0,0,5,12,Craig Pawson
16/09/2017,17/18,"Selhurst Park, London",Crystal Palace,Southampton,0,1,0,1,0.45,0.54,3,4,14,13,601,699,410,503,15,15,22,36,5,5,0,1,5,1,0,0,14,13,Robert Madley
16/09/2017,17/18,"The Hawthorns, West Bromwich",West Brom,West Ham,0,0,0,0,0.36,0.63,1,1,6,9,436,647,290,487,7,11,24,16,2,3,3,2,2,2,0,0,15,7,Paul Tierney
16/09/2017,17/18,"Vicarage Road, Watford",Watford,Man City,0,3,0,6,0.32,0.67,1,10,7,28,482,840,312,637,7,19,22,24,3,11,2,0,2,0,0,0,8,6,Andy Taylor
16/09/2017,17/18,"St. James' Park, Newcastle",Newcastle United,Stoke,1,0,2,1,0.42,0.57,3,4,14,13,497,625,291,405,25,15,37,25,7,5,2,1,3,1,0,0,13,11,Stuart Attwell
16/09/2017,17/18,"Anfield, Liverpool",Liverpool,Burnley,1,1,1,1,0.71,0.28,9,4,35,5,875,448,676,277,6,11,9,37,12,2,1,5,1,2,0,0,7,9,Roger East
16/09/2017,17/18,"John Smith's Stadium, Huddersfield",Huddersfield,Leicester,0,0,1,1,0.59,0.4,3,1,15,10,701,558,486,344,16,8,31,38,8,4,3,1,1,1,0,0,6,6,Jonathan Moss
16/09/2017,17/18,"Wembley Stadium, London",Tottenham,Swansea,0,0,0,0,0.74,0.25,8,0,26,4,955,440,757,257,14,17,11,44,11,1,0,0,1,3,0,0,11,9,Mike Dean
17/09/2017,17/18,"Stamford Bridge, London",Chelsea,Arsenal,0,0,0,0,0.5,0.49,4,2,13,11,729,706,532,520,13,19,21,24,5,1,4,2,2,3,1,0,11,15,Michael Oliver
17/09/2017,17/18,"Old Trafford, Manchester",Manchester United,Everton,1,0,4,0,0.49,0.5,7,3,16,7,665,682,476,510,14,22,13,29,4,1,2,3,1,1,0,0,15,14,Andre Marriner
23/09/2017,17/18,"London Stadium, London",West Ham,Tottenham,0,2,2,3,0.48,0.51,4,5,10,15,592,618,367,394,19,19,23,39,4,3,6,5,4,2,0,1,10,20,Michael Oliver
23/09/2017,17/18,"Liberty Stadium, Swansea",Swansea,Watford,0,1,1,2,0.5,0.49,3,4,10,8,628,643,429,433,21,17,17,43,5,4,0,3,1,3,0,0,9,16,Lee Mason
23/09/2017,17/18,"bet365 Stadium, Stoke",Stoke,Chelsea,0,2,0,4,0.44,0.55,2,4,13,7,593,739,407,547,18,26,8,29,5,0,0,1,2,2,0,0,5,14,Mike Dean
23/09/2017,17/18,"St. Mary's Stadium, Southampton",Southampton,Manchester United,0,1,0,1,0.6,0.39,4,4,14,9,736,564,544,368,18,16,10,40,8,4,3,2,1,4,0,0,12,9,Craig Pawson
23/09/2017,17/18,"Etihad Stadium, Manchester",Man City,Crystal Palace,1,0,5,0,0.71,0.28,9,0,25,5,911,458,724,281,6,16,6,30,8,2,0,1,3,1,0,0,6,7,Neil Swarbrick
23/09/2017,17/18,"Goodison Park, Liverpool",Everton,Bournemouth,0,0,2,1,0.5,0.49,3,4,12,8,623,598,426,415,19,13,24,22,4,6,3,1,3,1,0,0,12,11,Martin Atkinson
23/09/2017,17/18,"Turf Moor, Burnley",Burnley,Huddersfield,0,0,0,0,0.52,0.48,2,2,4,9,645,632,456,417,15,25,22,35,3,4,5,3,3,2,0,0,9,14,Chris Kavanagh
23/09/2017,17/18,"King Power Stadium, Leicester",Leicester,Liverpool,1,2,2,3,0.43,0.56,7,6,12,23,590,688,360,486,15,14,26,34,3,6,4,1,3,3,0,0,13,14,Anthony Taylor
24/09/2017,17/18,"Amex Stadium, Falmer",Brighton,Newcastle United,0,0,1,0,0.48,0.51,3,5,7,17,629,658,438,458,16,14,40,29,2,8,1,0,2,1,0,0,6,8,Andre Marriner
25/09/2017,17/18,"Emirates Stadium, London",Arsenal,West Brom,1,0,2,0,0.69,0.3,6,3,16,7,821,439,615,272,15,16,24,23,7,4,0,0,1,4,0,0,8,17,Robert Madley
30/09/2017,17/18,"John Smith's Stadium, Huddersfield",Huddersfield,Tottenham,0,3,0,4,0.4,0.59,1,7,6,14,579,769,368,558,25,16,25,31,4,7,4,2,1,1,0,0,7,4,Neil Swarbrick
30/09/2017,17/18,"London Stadium, London",West Ham,Swansea,0,0,1,0,0.43,0.56,4,1,9,6,585,690,375,501,22,14,25,18,2,1,1,0,3,2,0,0,15,13,Roger East
30/09/2017,17/18,"The Hawthorns, West Bromwich",West Brom,Watford,2,1,2,2,0.34,0.65,4,3,9,15,501,757,295,552,25,21,45,22,7,6,1,1,3,0,0,0,12,11,Michael Oliver
30/09/2017,17/18,"bet365 Stadium, Stoke",Stoke,Southampton,1,0,2,1,0.29,0.7,6,3,17,21,460,838,262,620,14,14,42,19,5,6,1,3,1,2,0,0,11,10,Mike Jones
30/09/2017,17/18,"Old Trafford, Manchester",Manchester United,Crystal Palace,2,0,4,0,0.59,0.4,7,1,18,6,750,582,566,377,17,20,18,18,6,5,2,1,0,0,0,0,6,9,Mike Dean
30/09/2017,17/18,"Vitality Stadium, Bournemouth",Bournemouth,Leicester,0,0,0,0,0.6,0.39,4,1,19,8,753,540,540,347,12,19,31,38,7,5,1,3,1,0,0,0,6,10,Graham Scott
30/09/2017,17/18,"Stamford Bridge, London",Chelsea,Man City,0,0,0,1,0.38,0.61,2,6,4,17,589,836,395,653,19,19,20,20,4,8,8,0,0,2,0,0,8,13,Martin Atkinson
01/10/2017,17/18,"Emirates Stadium, London",Arsenal,Brighton,1,0,2,0,0.65,0.34,11,1,25,9,874,548,697,357,15,10,23,22,6,5,2,3,0,2,0,0,7,8,Kevin Friend
01/10/2017,17/18,"Goodison Park, Liverpool",Everton,Burnley,0,1,0,1,0.63,0.36,4,2,25,5,704,515,501,295,8,18,43,60,9,3,1,1,2,2,0,0,14,7,Jonathan Moss
01/10/2017,17/18,"St. James' Park, Newcastle",Newcastle United,Liverpool,1,1,1,1,0.32,0.67,5,2,8,17,470,812,295,613,14,16,35,14,1,5,1,2,1,1,0,0,11,6,Craig Pawson
14/10/2017,17/18,"Anfield, Liverpool",Liverpool,Manchester United,0,0,0,0,0.62,0.37,5,1,19,6,807,549,580,354,17,21,24,28,7,3,3,1,0,2,0,0,7,13,Martin Atkinson
14/10/2017,17/18,"Wembley Stadium, London",Tottenham,Bournemouth,0,0,1,0,0.72,0.27,6,1,18,5,890,419,688,254,19,11,18,31,9,5,3,1,1,3,0,0,9,7,Robert Madley
14/10/2017,17/18,"Liberty Stadium, Swansea",Swansea,Huddersfield,1,0,2,0,0.4,0.59,3,2,7,7,533,712,360,539,15,16,15,16,5,3,1,0,1,5,0,0,12,16,Paul Tierney
14/10/2017,17/18,"Etihad Stadium, Manchester",Man City,Stoke,3,1,7,2,0.79,0.2,11,1,20,5,1031,361,892,231,12,12,6,16,5,0,2,1,0,1,0,0,5,8,Craig Pawson
14/10/2017,17/18,"Selhurst Park, London",Crystal Palace,Chelsea,2,1,2,1,0.43,0.57,5,5,14,15,652,795,431,559,23,23,24,37,5,8,1,6,2,1,0,0,7,6,Andre Marriner
14/10/2017,17/18,"Turf Moor, Burnley",Burnley,West Ham,0,1,1,1,0.62,0.37,5,6,20,8,634,452,454,285,12,9,15,30,7,4,2,1,2,2,0,1,11,14,Stuart Attwell
14/10/2017,17/18,"Vicarage Road, Watford",Watford,Arsenal,0,1,2,1,0.46,0.53,2,6,11,9,653,723,465,552,15,18,24,36,2,5,1,0,1,0,0,0,8,10,Neil Swarbrick
15/10/2017,17/18,"Amex Stadium, Falmer",Brighton,Everton,0,0,1,1,0.46,0.53,3,6,12,13,595,665,385,451,18,20,26,31,7,1,5,1,4,1,0,0,12,10,Michael Oliver
15/10/2017,17/18,"St. Mary's Stadium, Southampton",Southampton,Newcastle United,0,1,2,2,0.61,0.38,2,5,12,19,780,539,583,347,11,14,32,39,3,8,1,0,1,2,0,0,11,12,Kevin Friend
16/10/2017,17/18,"King Power Stadium, Leicester",Leicester,West Brom,0,0,1,1,0.57,0.43,3,1,11,5,688,579,486,378,21,15,18,28,4,1,1,1,2,2,0,0,13,6,Mike Dean
20/10/2017,17/18,"London Stadium, London",West Ham,Brighton,0,2,0,3,0.65,0.35,2,5,16,7,786,527,604,337,15,10,3,45,10,3,3,1,1,0,0,0,5,13,Martin Atkinson
21/10/2017,17/18,"Stamford Bridge, London",Chelsea,Watford,1,1,4,2,0.52,0.47,8,5,14,16,675,608,462,406,22,17,28,13,6,6,6,3,2,3,0,0,13,16,Jonathan Moss
21/10/2017,17/18,"Liberty Stadium, Swansea",Swansea,Leicester,0,1,1,2,0.55,0.44,4,6,19,11,685,578,463,381,17,23,21,29,7,6,0,3,0,1,0,0,6,9,Michael Oliver
21/10/2017,17/18,"bet365 Stadium, Stoke",Stoke,Bournemouth,0,2,1,2,0.52,0.47,3,3,11,7,594,586,407,391,11,17,9,42,8,3,4,1,0,1,0,0,17,10,Lee Probert
21/10/2017,17/18,"St. James' Park, Newcastle",Newcastle United,Crystal Palace,0,0,1,0,0.55,0.44,3,0,7,10,642,568,453,365,16,16,30,28,3,5,0,1,4,2,0,0,12,14,Stuart Attwell
21/10/2017,17/18,"Etihad Stadium, Manchester",Man City,Burnley,1,0,3,0,0.77,0.22,10,0,15,6,964,389,803,227,9,14,17,20,4,5,1,2,2,3,0,0,10,6,Roger East
21/10/2017,17/18,"John Smith's Stadium, Huddersfield",Huddersfield,Manchester United,2,0,2,1,0.22,0.77,3,3,5,9,423,947,210,741,27,13,49,17,4,7,2,3,4,2,0,0,10,12,Lee Mason
21/10/2017,17/18,"St. Mary's Stadium, Southampton",Southampton,West Brom,0,0,1,0,0.65,0.34,6,2,20,7,797,482,589,307,21,10,30,31,8,3,2,1,0,1,0,0,10,8,Graham Scott
22/10/2017,17/18,"Goodison Park, Liverpool",Everton,Arsenal,1,1,2,5,0.32,0.67,3,14,9,30,475,807,287,616,8,12,30,23,0,7,2,1,1,1,1,0,14,14,Craig Pawson
22/10/2017,17/18,"Wembley Stadium, London",Tottenham,Liverpool,3,1,4,1,0.36,0.63,6,7,14,12,560,830,359,629,22,26,29,12,3,5,1,2,0,1,0,0,2,8,Andre Marriner
28/10/2017,17/18,"Old Trafford, Manchester",Manchester United,Tottenham,0,0,1,0,0.44,0.55,3,4,11,13,624,719,405,509,9,11,30,33,6,3,2,1,1,0,0,0,12,14,Jonathan Moss
28/10/2017,17/18,"The Hawthorns, West Bromwich",West Brom,Man City,1,2,2,3,0.21,0.78,4,5,7,15,416,1116,254,929,21,16,16,21,1,2,5,1,2,3,0,0,10,7,Mike Jones
28/10/2017,17/18,"Vicarage Road, Watford",Watford,Stoke,0,1,0,1,0.7,0.29,0,2,15,6,756,463,561,249,11,18,14,57,8,1,4,2,4,4,0,0,10,9,Michael Oliver
28/10/2017,17/18,"Anfield, Liverpool",Liverpool,Huddersfield,0,0,3,0,0.73,0.26,8,0,16,1,933,452,766,280,14,13,14,27,9,2,0,1,0,1,0,0,10,8,Kevin Friend
28/10/2017,17/18,"Selhurst Park, London",Crystal Palace,West Ham,0,2,2,2,0.55,0.44,9,2,20,6,624,554,410,331,21,23,17,36,11,2,3,1,1,2,0,0,18,15,Robert Madley
28/10/2017,17/18,"Emirates Stadium, London",Arsenal,Swansea,0,1,2,1,0.72,0.27,5,2,17,4,963,467,805,300,16,14,13,38,5,2,2,1,0,0,0,0,9,9,Lee Mason
28/10/2017,17/18,"Vitality Stadium, Bournemouth",Bournemouth,Chelsea,0,0,0,1,0.41,0.58,1,5,7,18,634,825,459,653,7,16,19,13,5,5,0,5,2,0,0,0,5,5,Craig Pawson
29/10/2017,17/18,"Amex Stadium, Falmer",Brighton,Southampton,0,1,1,1,0.51,0.48,2,1,7,6,657,623,490,450,18,16,20,17,2,7,0,1,3,1,0,0,9,10,Neil Swarbrick
29/10/2017,17/18,"King Power Stadium, Leicester",Leicester,Everton,2,0,2,0,0.4,0.59,3,2,9,15,529,670,324,470,14,19,31,25,3,10,4,1,0,2,0,0,6,10,Andre Marriner
30/10/2017,17/18,"Turf Moor, Burnley",Burnley,Newcastle United,0,0,1,0,0.47,0.52,5,5,12,12,649,699,451,521,14,10,29,27,5,3,4,1,3,0,0,0,9,10,Mike Dean
04/11/2017,17/18,"bet365 Stadium, Stoke",Stoke,Leicester,1,1,2,2,0.47,0.52,7,4,11,14,550,613,379,424,15,14,18,24,4,10,0,5,0,0,0,0,12,8,Robert Madley
04/11/2017,17/18,"Liberty Stadium, Swansea",Swansea,Brighton,0,1,0,1,0.56,0.43,2,2,12,5,653,542,468,371,12,17,19,36,8,7,1,2,2,1,0,0,13,12,Mike Dean
04/11/2017,17/18,"St. Mary's Stadium, Southampton",Southampton,Burnley,0,0,0,1,0.62,0.37,3,1,13,5,748,516,575,344,15,11,18,35,9,1,2,1,0,0,0,0,4,4,Lee Probert
04/11/2017,17/18,"St. James' Park, Newcastle",Newcastle United,Bournemouth,0,0,0,1,0.48,0.52,4,6,16,16,569,594,373,407,19,10,28,24,11,9,5,1,2,2,0,0,11,12,Paul Tierney
04/11/2017,17/18,"John Smith's Stadium, Huddersfield",Huddersfield,West Brom,1,0,1,0,0.5,0.49,3,3,7,9,618,599,421,417,20,13,33,18,3,5,4,4,1,4,1,0,8,15,Roger East
04/11/2017,17/18,"London Stadium, London",West Ham,Liverpool,0,2,1,4,0.48,0.52,1,7,6,15,622,657,442,488,10,20,14,20,2,3,5,1,3,0,0,0,9,13,Neil Swarbrick
05/11/2017,17/18,"Wembley Stadium, London",Tottenham,Crystal Palace,0,0,1,0,0.68,0.31,2,3,12,11,796,474,583,268,20,19,30,41,10,9,3,4,0,2,0,0,6,7,Kevin Friend
05/11/2017,17/18,"Etihad Stadium, Manchester",Man City,Arsenal,1,0,3,1,0.58,0.41,5,3,9,6,807,617,624,450,18,16,22,13,5,5,3,3,1,6,0,0,15,15,Michael Oliver
05/11/2017,17/18,"Goodison Park, Liverpool",Everton,Watford,0,0,3,2,0.37,0.62,5,3,9,11,509,688,294,472,20,14,37,23,2,5,5,1,0,2,0,0,14,12,Graham Scott
05/11/2017,17/18,"Stamford Bridge, London",Chelsea,Manchester United,0,0,1,0,0.54,0.46,8,2,18,10,665,598,471,396,14,13,16,22,4,7,0,0,1,3,0,0,16,20,Anthony Taylor
18/11/2017,17/18,"Emirates Stadium, London",Arsenal,Tottenham,2,0,2,0,0.42,0.57,5,4,14,14,617,768,399,549,18,12,37,22,7,4,8,1,4,1,0,0,11,16,Mike Dean
18/11/2017,17/18,"The Hawthorns, West Bromwich",West Brom,Chelsea,0,3,0,4,0.38,0.61,2,7,7,11,557,785,378,610,18,14,16,20,3,4,3,1,2,3,0,0,13,12,Jonathan Moss
18/11/2017,17/18,"Anfield, Liverpool",Liverpool,Southampton,2,0,3,0,0.61,0.38,8,0,21,5,765,552,562,362,11,26,20,36,10,2,2,2,1,1,0,0,15,9,Mike Jones
18/11/2017,17/18,"King Power Stadium, Leicester",Leicester,Man City,0,1,0,2,0.25,0.74,0,4,2,12,423,943,266,784,11,13,24,17,1,7,3,1,1,1,0,0,8,10,Graham Scott
18/11/2017,17/18,"Turf Moor, Burnley",Burnley,Swansea,2,0,2,0,0.39,0.6,7,1,17,14,482,685,296,471,23,10,18,29,8,6,3,1,1,1,0,0,12,12,Martin Atkinson
18/11/2017,17/18,"Vitality Stadium, Bournemouth",Bournemouth,Huddersfield,2,0,4,0,0.3,0.69,5,3,9,19,428,736,246,539,12,19,48,10,8,11,1,0,3,2,1,0,13,10,Lee Probert
18/11/2017,17/18,"Old Trafford, Manchester",Manchester United,Newcastle United,2,1,4,1,0.64,0.35,7,5,16,12,811,526,620,344,15,18,20,34,11,4,1,1,1,1,0,0,10,9,Craig Pawson
18/11/2017,17/18,"Selhurst Park, London",Crystal Palace,Everton,2,2,2,2,0.68,0.31,7,5,16,8,777,467,539,248,12,34,16,46,9,4,1,1,2,3,0,0,9,26,Anthony Taylor
19/11/2017,17/18,"Vicarage Road, Watford",Watford,West Ham,1,0,2,0,0.58,0.41,7,6,17,10,782,617,614,434,13,6,24,26,3,1,0,3,1,4,0,0,13,10,Andre Marriner
20/11/2017,17/18,"Amex Stadium, Falmer",Brighton,Stoke,1,2,2,2,0.53,0.46,3,6,9,13,635,590,462,396,14,10,17,27,6,7,3,1,1,0,0,0,13,5,Lee Mason
24/11/2017,17/18,"London Stadium, London",West Ham,Leicester,1,1,1,1,0.49,0.5,4,2,8,7,595,605,381,404,19,24,14,35,5,5,0,1,1,1,0,0,9,12,Martin Atkinson
25/11/2017,17/18,"Wembley Stadium, London",Tottenham,West Brom,0,1,1,1,0.72,0.27,5,2,25,5,890,472,689,266,15,20,9,41,8,0,2,6,1,4,0,0,10,13,Mike Jones
25/11/2017,17/18,"Liberty Stadium, Swansea",Swansea,Bournemouth,0,0,0,0,0.48,0.51,1,5,10,9,630,681,447,472,17,16,25,31,4,5,3,1,4,2,0,0,18,6,Stuart Attwell
25/11/2017,17/18,"St. James' Park, Newcastle",Newcastle United,Watford,0,2,0,3,0.52,0.47,2,4,12,12,699,628,480,441,12,27,22,34,6,3,4,1,1,2,0,0,8,13,Chris Kavanagh
25/11/2017,17/18,"Old Trafford, Manchester",Manchester United,Brighton,0,0,1,0,0.58,0.41,4,2,15,8,754,595,565,404,10,18,14,30,5,0,2,1,0,2,0,0,9,9,Neil Swarbrick
25/11/2017,17/18,"Selhurst Park, London",Crystal Palace,Stoke,0,0,2,1,0.54,0.46,5,3,10,10,708,667,492,425,27,20,19,29,5,2,2,1,1,1,0,0,9,5,Mike Dean
25/11/2017,17/18,"Anfield, Liverpool",Liverpool,Chelsea,0,0,1,1,0.53,0.46,4,3,16,11,812,722,587,497,19,23,30,22,7,8,0,5,0,0,0,0,10,7,Michael Oliver
26/11/2017,17/18,"St. Mary's Stadium, Southampton",Southampton,Everton,1,1,4,1,0.67,0.32,5,2,17,5,864,496,663,329,19,12,20,30,7,2,0,0,0,0,0,0,6,13,Kevin Friend
26/11/2017,17/18,"Turf Moor, Burnley",Burnley,Arsenal,0,0,0,1,0.36,0.63,2,2,8,18,532,798,350,636,13,11,33,25,5,5,4,3,2,0,0,0,8,14,Lee Mason
26/11/2017,17/18,"John Smith's Stadium, Huddersfield",Huddersfield,Man City,1,0,1,2,0.2,0.79,0,5,4,14,357,914,184,733,16,21,25,17,3,7,3,3,2,3,1,0,10,10,Craig Pawson
28/11/2017,17/18,"King Power Stadium, Leicester",Leicester,Tottenham,2,0,2,1,0.37,0.62,4,6,7,18,558,764,336,561,23,19,45,16,4,9,2,1,1,2,0,0,7,10,Anthony Taylor
