date,season,venue,home_team,away_team,ht_home_score,ht_away_score,home_score,away_score,home_possession_%,away_possession_%,home_shots_on_target,away_shots_on_target,home_shots,away_shots,home_touches,away_touches,home_passes,away_passes,home_tackles,away_tackles,home_clearances,away_clearances,home_corners,away_corners,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_fouls,away_fouls,referee
23/09/2012,12/13,"Etihad Stadium, Manchester",Man City,Arsenal,1,0,1,1,0.41,0.58,6,4,15,11,637,869,433,638,38,23,22,27,9,4,1,1,1,0,0,0,12,8,Mike Dean
29/09/2012,12/13,"Goodison Park, Liverpool",Everton,Southampton,3,1,3,1,0.52,0.47,8,5,22,10,723,652,482,441,16,26,25,33,10,3,6,2,0,0,0,0,4,7,Lee Probert
29/09/2012,12/13,"Old Trafford, Manchester",Manchester United,Tottenham,0,2,2,3,0.74,0.25,7,3,16,10,897,483,701,243,24,28,20,73,9,5,2,2,0,0,0,0,7,9,Chris Foy
29/09/2012,12/13,"Carrow Road, Norwich",Norwich City,Liverpool,0,2,2,5,0.32,0.67,4,5,16,16,475,901,320,700,21,11,17,30,5,5,2,5,1,0,0,0,11,6,Mike Jones
29/09/2012,12/13,"Madejski Stadium, Reading",Reading,Newcastle United,0,0,2,2,0.47,0.52,5,2,16,9,579,663,348,409,21,22,30,80,6,3,3,1,0,3,0,0,8,9,Andre Marriner
29/09/2012,12/13,"Stadium of Light, Sunderland",Sunderland,Wigan Athletic,0,0,1,0,0.49,0.5,1,3,10,10,578,559,382,404,16,21,22,27,8,1,2,0,2,5,0,1,22,17,Howard Webb
29/09/2012,12/13,"Emirates Stadium, London",Arsenal,Chelsea,1,1,1,2,0.51,0.48,4,3,16,10,690,664,470,459,30,26,19,28,6,5,4,3,2,3,0,0,14,14,Martin Atkinson
29/09/2012,12/13,"bet365 Stadium, Stoke",Stoke,Swansea,2,0,2,0,0.39,0.61,5,3,12,10,517,737,313,519,24,20,29,47,6,8,0,1,1,1,0,0,18,10,Jonathan Moss
29/09/2012,12/13,"Craven Cottage, London",Fulham,Man City,1,1,1,2,0.28,0.71,3,7,7,23,466,888,276,726,15,13,28,16,2,4,1,2,0,1,0,0,8,12,Mark Halsey
30/09/2012,12/13,"Villa Park, Birmingham",Aston Villa,West Brom,0,0,1,1,0.57,0.42,3,3,21,14,634,547,422,322,19,26,16,54,11,4,3,3,1,1,0,0,8,12,Anthony Taylor
01/10/2012,12/13,"Loftus Road, London",Queens Park Rangers,West Ham,0,2,1,2,0.5,0.49,7,5,13,18,610,584,355,334,19,21,73,51,4,13,1,1,1,8,1,0,10,22,Mark Clattenburg
06/10/2012,12/13,"The Hawthorns, West Bromwich",West Brom,Queens Park Rangers,2,1,3,2,0.44,0.55,5,3,14,13,555,666,382,463,22,17,23,25,2,5,3,4,2,2,0,0,17,14,Mike Jones
06/10/2012,12/13,"Stamford Bridge, London",Chelsea,Norwich City,3,1,4,1,0.68,0.31,9,2,23,8,899,495,731,317,11,17,15,37,10,2,2,1,0,0,0,0,7,3,Anthony Taylor
06/10/2012,12/13,"Boleyn Ground, London",West Ham,Arsenal,1,1,1,3,0.31,0.68,3,7,9,21,456,803,266,606,15,21,49,27,4,16,1,1,3,2,0,0,12,8,Phil Dowd
06/10/2012,12/13,"DW Stadium, Wigan",Wigan Athletic,Everton,2,1,2,2,0.46,0.53,3,7,11,17,529,583,340,401,16,8,41,20,7,6,2,1,2,5,0,0,15,16,Kevin Friend
06/10/2012,12/13,"Etihad Stadium, Manchester",Man City,Sunderland,1,0,3,0,0.6,0.39,9,4,28,8,739,536,529,339,15,17,29,30,15,4,2,3,0,3,0,0,12,11,Lee Probert
06/10/2012,12/13,"Liberty Stadium, Swansea",Swansea,Reading,0,2,2,2,0.71,0.28,10,5,26,9,803,440,600,224,16,19,36,43,11,3,2,5,1,3,0,0,9,11,Mike Dean
07/10/2012,12/13,"Anfield, Liverpool",Liverpool,Stoke,0,0,0,0,0.62,0.37,2,2,18,6,733,500,525,296,13,25,32,42,5,5,0,2,0,6,0,0,9,18,Lee Mason
07/10/2012,12/13,"St James' Park, Newcastle",Newcastle United,Manchester United,0,2,0,3,0.45,0.54,2,8,15,13,638,729,422,529,11,32,23,53,8,6,0,2,4,4,0,0,15,12,Howard Webb
07/10/2012,12/13,"White Hart Lane, London",Tottenham,Aston Villa,0,0,2,0,0.55,0.44,6,3,22,8,687,550,455,360,18,17,46,27,8,0,1,3,1,3,0,0,11,10,Neil Swarbrick
07/10/2012,12/13,"The Friends Provident St Mary's Stadium, Southampton",Southampton,Fulham,1,0,2,2,0.41,0.58,4,3,14,13,573,735,365,521,22,12,43,40,8,8,0,0,4,0,0,0,14,7,Mark Clattenburg
20/10/2012,12/13,"Liberty Stadium, Swansea",Swansea,Wigan Athletic,0,0,2,1,0.47,0.52,8,6,20,11,620,648,427,486,14,14,15,27,9,2,1,4,2,3,0,0,14,12,Mike Jones
20/10/2012,12/13,"The Hawthorns, West Bromwich",West Brom,Man City,0,0,1,2,0.43,0.56,4,8,17,24,507,636,353,451,17,10,22,32,6,9,0,1,4,3,0,1,13,16,Mark Clattenburg
20/10/2012,12/13,"Boleyn Ground, London",West Ham,Southampton,0,0,4,1,0.38,0.61,6,2,11,11,475,667,283,472,24,18,43,28,6,3,3,6,0,2,0,0,11,13,Neil Swarbrick
20/10/2012,12/13,"Anfield, Liverpool",Liverpool,Reading,1,0,1,0,0.56,0.43,7,3,27,10,729,584,497,366,22,22,35,22,6,5,3,3,1,1,0,0,13,6,Roger East
20/10/2012,12/13,"Old Trafford, Manchester",Manchester United,Stoke,2,1,4,2,0.64,0.36,7,3,16,9,803,485,625,336,11,17,39,15,3,4,3,0,1,1,0,0,9,10,Anthony Taylor
20/10/2012,12/13,"Craven Cottage, London",Fulham,Aston Villa,0,0,1,0,0.5,0.49,5,1,19,12,678,652,455,451,8,18,36,40,6,4,2,2,1,2,0,0,7,12,Chris Foy
20/10/2012,12/13,"Carrow Road, Norwich",Norwich City,Arsenal,1,0,1,0,0.28,0.72,3,5,7,14,436,862,244,669,26,14,31,23,2,10,4,4,4,0,0,0,13,10,Lee Probert
20/10/2012,12/13,"White Hart Lane, London",Tottenham,Chelsea,0,1,2,4,0.42,0.57,10,7,26,10,587,709,344,493,21,20,44,37,7,4,1,5,3,2,0,0,8,9,Mike Dean
21/10/2012,12/13,"Loftus Road, London",Queens Park Rangers,Everton,1,1,1,1,0.57,0.43,5,3,15,16,664,522,431,329,15,19,29,31,5,4,4,3,2,0,0,1,12,18,Jonathan Moss
21/10/2012,12/13,"Stadium of Light, Sunderland",Sunderland,Newcastle United,0,1,1,1,0.65,0.34,2,5,21,11,689,474,451,241,26,24,23,59,8,4,3,0,0,4,0,1,14,16,Martin Atkinson
27/10/2012,12/13,"Etihad Stadium, Manchester",Man City,Swansea,0,0,1,0,0.53,0.46,4,2,11,9,775,710,599,503,21,17,20,25,3,0,2,5,1,2,0,0,8,10,Martin Atkinson
27/10/2012,12/13,"Villa Park, Birmingham",Aston Villa,Norwich City,1,0,1,1,0.41,0.58,4,4,7,17,524,655,330,452,16,13,45,28,3,8,2,8,1,0,1,0,12,6,Phil Dowd
27/10/2012,12/13,"DW Stadium, Wigan",Wigan Athletic,West Ham,1,0,2,1,0.54,0.45,7,4,16,15,616,532,424,334,15,19,42,22,6,6,3,1,3,4,0,0,11,17,Jonathan Moss
27/10/2012,12/13,"bet365 Stadium, Stoke",Stoke,Sunderland,0,0,0,0,0.52,0.47,4,0,16,7,593,560,390,359,14,22,17,38,7,3,2,0,2,2,0,0,12,7,Mark Halsey
27/10/2012,12/13,"Madejski Stadium, Reading",Reading,Fulham,1,0,3,3,0.34,0.65,8,6,15,19,480,811,288,612,11,15,30,43,6,8,1,0,1,1,0,0,6,17,Mike Jones
27/10/2012,12/13,"Emirates Stadium, London",Arsenal,Queens Park Rangers,0,0,1,0,0.66,0.33,9,2,22,6,809,508,599,294,21,21,14,32,5,2,1,7,1,2,0,1,16,9,Anthony Taylor
28/10/2012,12/13,"Stamford Bridge, London",Chelsea,Manchester United,1,2,2,3,0.48,0.51,8,5,15,15,618,665,421,457,21,26,13,45,8,6,1,4,1,2,2,0,14,12,Mark Clattenburg
28/10/2012,12/13,"St James' Park, Newcastle",Newcastle United,West Brom,1,0,2,1,0.5,0.49,5,4,13,11,623,611,403,404,19,23,35,35,6,4,3,7,3,2,0,0,13,7,Chris Foy
28/10/2012,12/13,"The Friends Provident St Mary's Stadium, Southampton",Southampton,Tottenham,0,2,1,2,0.52,0.47,2,4,15,12,659,661,473,448,19,15,14,61,2,3,3,5,0,3,0,0,15,10,Lee Mason
28/10/2012,12/13,"Goodison Park, Liverpool",Everton,Liverpool,2,2,2,2,0.56,0.43,4,3,16,13,625,534,399,314,20,23,15,53,9,5,3,3,4,3,0,0,17,19,Andre Marriner
03/11/2012,12/13,"Boleyn Ground, London",West Ham,Man City,0,0,0,0,0.35,0.65,0,5,6,22,479,770,283,570,23,9,50,30,3,7,2,3,3,0,0,0,11,12,Howard Webb
03/11/2012,12/13,"Craven Cottage, London",Fulham,Everton,1,0,2,2,0.4,0.59,4,9,9,27,569,723,343,492,26,21,38,15,5,9,0,1,3,1,0,0,17,10,Neil Swarbrick
03/11/2012,12/13,"Carrow Road, Norwich",Norwich City,Stoke,1,0,1,0,0.43,0.56,4,4,14,9,558,685,348,471,21,13,43,37,9,1,2,2,1,5,0,0,12,15,Andre Marriner
03/11/2012,12/13,"Stadium of Light, Sunderland",Sunderland,Aston Villa,0,0,0,1,0.55,0.44,0,3,12,9,611,551,409,336,20,20,26,60,6,7,5,2,2,3,0,0,9,17,Mike Jones
03/11/2012,12/13,"Liberty Stadium, Swansea",Swansea,Chelsea,0,0,1,1,0.52,0.47,2,5,10,11,667,611,481,442,19,22,32,21,8,6,3,2,4,1,0,0,12,10,Kevin Friend
03/11/2012,12/13,"Old Trafford, Manchester",Manchester United,Arsenal,1,0,2,1,0.47,0.52,6,2,14,7,704,758,532,596,22,10,26,29,6,1,5,1,5,2,0,1,15,15,Mike Dean
03/11/2012,12/13,"White Hart Lane, London",Tottenham,Wigan Athletic,0,0,0,1,0.51,0.48,5,3,13,7,627,593,401,406,16,16,40,29,9,2,3,3,1,1,0,0,13,12,Martin Atkinson
04/11/2012,12/13,"Anfield, Liverpool",Liverpool,Newcastle United,0,1,1,1,0.65,0.34,6,3,23,11,746,512,522,276,27,26,13,58,14,3,1,1,0,1,0,1,11,14,Anthony Taylor
04/11/2012,12/13,"Loftus Road, London",Queens Park Rangers,Reading,0,1,1,1,0.56,0.43,6,3,23,19,594,533,356,279,25,15,41,44,8,8,3,4,0,2,0,0,11,17,Michael Oliver
05/11/2012,12/13,"The Hawthorns, West Bromwich",West Brom,Southampton,1,0,2,0,0.43,0.56,3,3,17,10,588,701,381,501,21,23,31,21,8,6,3,3,1,0,0,0,7,11,Mark Halsey
10/11/2012,12/13,"Emirates Stadium, London",Arsenal,Fulham,2,2,3,3,0.56,0.43,6,5,14,11,750,636,557,439,23,14,18,37,8,6,1,5,1,2,0,0,11,12,Phil Dowd
10/11/2012,12/13,"Goodison Park, Liverpool",Everton,Sunderland,0,1,2,1,0.62,0.37,6,3,18,9,739,528,537,326,16,18,27,45,6,2,1,2,1,3,0,0,14,15,Lee Mason
10/11/2012,12/13,"Madejski Stadium, Reading",Reading,Norwich City,0,0,0,0,0.49,0.5,2,1,9,11,536,551,316,348,11,20,31,49,10,3,4,3,0,1,0,0,9,17,Chris Foy
10/11/2012,12/13,"The Friends Provident St Mary's Stadium, Southampton",Southampton,Swansea,0,0,1,1,0.48,0.51,4,3,16,7,643,685,449,489,19,15,17,54,10,6,2,2,2,2,0,0,13,13,Andre Marriner
10/11/2012,12/13,"bet365 Stadium, Stoke",Stoke,Queens Park Rangers,0,0,1,0,0.45,0.54,2,2,12,18,516,640,340,425,19,11,23,45,5,5,2,1,2,3,0,0,13,18,Martin Atkinson
10/11/2012,12/13,"DW Stadium, Wigan",Wigan Athletic,West Brom,1,2,1,2,0.65,0.34,4,4,14,9,749,478,553,277,21,21,19,34,5,8,1,3,1,4,0,0,12,14,Neil Swarbrick
10/11/2012,12/13,"Villa Park, Birmingham",Aston Villa,Manchester United,1,0,2,3,0.3,0.69,3,5,8,20,491,875,283,670,17,14,47,37,5,6,0,3,1,1,0,0,14,8,Kevin Friend
11/11/2012,12/13,"Etihad Stadium, Manchester",Man City,Tottenham,0,1,2,1,0.61,0.38,5,2,14,7,678,482,482,277,17,19,22,38,8,2,8,0,1,2,0,0,16,7,Michael Oliver
11/11/2012,12/13,"St James' Park, Newcastle",Newcastle United,West Ham,0,1,0,1,0.49,0.5,8,3,16,11,597,626,366,385,21,24,33,67,11,3,1,1,1,2,0,0,10,14,Mike Dean
11/11/2012,12/13,"Stamford Bridge, London",Chelsea,Liverpool,1,0,1,1,0.43,0.56,3,3,15,9,607,723,386,507,35,31,24,15,4,7,1,7,1,3,0,0,12,13,Howard Webb
17/11/2012,12/13,"Loftus Road, London",Queens Park Rangers,Southampton,0,2,1,3,0.46,0.53,5,10,12,20,651,711,406,467,32,28,40,27,4,13,1,1,1,0,0,0,13,8,Mike Dean
17/11/2012,12/13,"Etihad Stadium, Manchester",Man City,Aston Villa,1,0,5,0,0.66,0.33,10,2,26,11,810,479,621,298,15,26,17,32,9,4,1,4,0,1,0,0,9,7,Jonathan Moss
17/11/2012,12/13,"Emirates Stadium, London",Arsenal,Tottenham,3,1,5,2,0.65,0.34,7,3,13,7,763,488,584,298,15,18,23,46,6,6,4,2,1,2,0,1,13,13,Howard Webb
17/11/2012,12/13,"Anfield, Liverpool",Liverpool,Wigan Athletic,0,0,3,0,0.48,0.51,6,2,22,10,627,639,418,447,23,20,13,25,10,5,1,2,0,3,0,0,9,11,Kevin Friend
17/11/2012,12/13,"Madejski Stadium, Reading",Reading,Everton,0,1,2,1,0.39,0.6,3,7,14,21,448,619,247,402,14,14,33,36,7,13,2,4,3,2,0,0,12,13,Martin Atkinson
17/11/2012,12/13,"The Hawthorns, West Bromwich",West Brom,Chelsea,1,1,2,1,0.35,0.64,5,7,9,19,521,811,342,608,23,13,41,18,0,12,2,1,0,0,0,0,7,13,Michael Oliver
17/11/2012,12/13,"St James' Park, Newcastle",Newcastle United,Swansea,0,0,1,2,0.52,0.48,9,7,32,16,673,650,439,406,18,23,30,60,5,4,2,2,1,3,0,0,10,8,Phil Dowd
17/11/2012,12/13,"Carrow Road, Norwich",Norwich City,Manchester United,0,0,1,0,0.37,0.62,4,6,11,14,547,776,354,581,11,17,41,30,0,12,3,1,0,1,0,0,10,7,Anthony Taylor
18/11/2012,12/13,"Craven Cottage, London",Fulham,Sunderland,0,0,1,3,0.49,0.5,7,6,20,11,661,678,480,499,15,12,32,27,4,4,4,2,1,3,1,0,10,13,Lee Probert
19/11/2012,12/13,"Boleyn Ground, London",West Ham,Stoke,0,1,1,1,0.58,0.42,5,2,15,8,669,541,430,327,14,16,46,66,12,4,1,3,1,0,0,0,9,9,Chris Foy
24/11/2012,12/13,"bet365 Stadium, Stoke",Stoke,Fulham,1,0,1,0,0.4,0.59,2,2,16,9,539,710,323,489,19,17,38,47,7,2,2,2,1,1,0,0,18,11,Michael Oliver
24/11/2012,12/13,"Villa Park, Birmingham",Aston Villa,Arsenal,0,0,0,0,0.37,0.62,4,1,9,12,538,804,346,596,15,19,20,27,7,6,3,3,1,0,0,0,8,10,Lee Mason
24/11/2012,12/13,"Goodison Park, Liverpool",Everton,Norwich City,1,0,1,1,0.57,0.42,7,4,14,9,613,483,443,312,10,13,34,32,4,2,3,9,1,3,0,0,12,19,Mike Jones
24/11/2012,12/13,"Old Trafford, Manchester",Manchester United,Queens Park Rangers,0,0,3,1,0.62,0.37,7,3,17,11,832,588,651,386,22,22,18,31,9,7,2,2,1,1,0,0,6,10,Lee Probert
24/11/2012,12/13,"DW Stadium, Wigan",Wigan Athletic,Reading,0,1,3,2,0.66,0.33,9,5,18,17,718,452,484,226,20,15,36,42,9,5,5,1,2,0,0,0,16,11,Howard Webb
24/11/2012,12/13,"Stadium of Light, Sunderland",Sunderland,West Brom,0,2,2,4,0.49,0.51,10,6,20,14,622,652,428,469,17,20,16,32,7,2,2,1,3,3,0,0,12,16,Mike Dean
25/11/2012,12/13,"White Hart Lane, London",Tottenham,West Ham,1,0,3,1,0.59,0.4,9,4,28,12,670,484,453,306,10,17,42,27,4,2,1,2,1,2,0,0,9,10,Andre Marriner
25/11/2012,12/13,"The Friends Provident St Mary's Stadium, Southampton",Southampton,Newcastle United,1,0,2,0,0.49,0.5,8,3,18,8,582,596,339,332,31,28,49,42,4,3,2,6,2,2,0,0,12,13,Martin Atkinson
25/11/2012,12/13,"Liberty Stadium, Swansea",Swansea,Liverpool,0,0,0,0,0.49,0.5,2,9,18,21,759,750,522,533,29,15,32,23,7,6,0,3,1,0,0,0,7,10,Jonathan Moss
25/11/2012,12/13,"Stamford Bridge, London",Chelsea,Man City,0,0,0,0,0.42,0.57,1,5,6,9,617,731,381,519,24,31,42,34,6,11,3,1,0,3,0,0,10,17,Chris Foy
27/11/2012,12/13,"Villa Park, Birmingham",Aston Villa,Reading,0,0,1,0,0.55,0.44,5,3,16,12,641,556,372,292,22,11,71,63,8,3,2,3,1,0,0,0,11,6,Lee Probert
